title,release_date,norm_text,poster_path
92 in the Shade,1975-08-22,young drifter return home key west florida attempt open fishing charter business provoke dangerous feud rival fishing sea captain florida fishing feud drifter Comedy Drama,/g5GY1gRh59mf5e4pc5KOvqCL4AC.jpg
A Bad Moms Christmas,2017-08-04,amy kiki carla appreciate burden woman rebel challenge expectation super bowl mother christmas create perfect holiday family hard host entertain mother christmas Comedy,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg
A Beautiful Mind,2001-12-11,john nash brilliant asocial mathematician fight schizophrenia accept secret work cryptography life take turn nightmarish individual schizophrenia massachusetts love life intelligence mathematician market economy economic theory princeton university nobel prize mathematical theorem biography mathematics delusion Drama Romance,/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg
A Bell for Adano,1945-06-21,major joppolo man assign restore order war tear italian town adano manage get supply town interfere troop movement deal colorful citizen town quest replace bell order town life italy base novel book world war ii army village major bell War Drama,/8HZyHowPUBVGSRgSJgZ2JOf2fRn.jpg
A Better Life,2011-06-24,gardener east l.a. struggle son away gang immigration agent travel town perform landscaping work city wealthy landowner california garden immigrant truck undocumented immigrant gardener steal truck Drama,/eY9wOw5PjrRXUTLgNmqWb60it10.jpg
A Bigger Splash,2015-11-26,american couple paul marianne spend vacation italy experience trouble marianne invite lover teenage daughter visit lead jealousy dangerous sexual scenario italy fish rock star vacation rock concert Drama,/1w2yROhq2Jgaot4hrUHlLcRlK6F.jpg
A Billy Graham Music Homecoming Volume 1,2001-01-01,artist billy graham crusades come sing music share incredible story george beverly shea cliff barrows franklin graham share unforgettable moment history ministry bill gloria gaither michael w. smith cece winans andrae crouch avalon lead group emotion fill song testimony god faithfulness homecome gaither Music,/1Dqu46WswCLqMf5iYxYVyuztBZJ.jpg
A Billy Graham Music Homecoming Volume 2,2001-01-01,artist billy graham crusades come sing music share incredible story george beverly shea cliff barrows franklin graham share unforgettable moment history ministry bill gloria gaither michael w. smith cece winans andrae crouch avalon lead group emotion fill song testimony god faithfulness homecome gaither southern gospel Music,/uBe4tcpnbCVsMo9gJwsh2AGum23.jpg
A Breath of Scandal,1960-05-15,european princess jeopardize crown fall american millionaire diva princess love Comedy Drama Romance,/7SGZGMxFhaHU0gu6RDWtFlFgkif.jpg
A Bridge Too Far,1977-06-15,operation market garden september 1944 allies attempt capture strategically important bridge netherlands hope break german line netherland world war ii bridge ally army base true story mission tank soldier 1940 Drama History War,/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg
A Bug's Life,1998-11-25,behalf oppress bug inventive ant name flik hire troupe warrior bug defend bustling colony horde freeloading grasshopper lead evil minded hopper winter fight ant invention collector ant hill grass duringcreditsstinger Adventure Animation Comedy,/hFamOus53922agTlKxhcL7ngJ9h.jpg
A Bullet Is Waiting,1954-09-04,plane carry sheriff man indict manslaughter wreck lonely california beach prisoner manage escape struggle take hand female manager remote sheep ranch fistfight fugitive airplane crash modern western california beach Crime Drama Romance,/9lVtsmgNivlQuTPUKBG5gUmmEYN.jpg
A Bullet for Pretty Boy,1970-07-15,biography charles pretty boy floyd gangster start career young age seek revenge father murder ambush fbi ladykiller bank robber gangster prosecution machinegun biography shootout hoodlum Action Drama Crime,/yEsVkjbP6NKmMXve2I7C4VyCdbo.jpg
A Business Affair,1994-03-16,story lovely kate swallow love life start alec bolton note author discourage want write novel later sweep foot alecs publisher vanni corso leave alec vanni write novel vanni tell think book sell action indication vanity fear lose love life extramarital affair woman director Comedy Romance,/a1iFfVEvVdsDXTCKoS440YPjcnz.jpg
A Campfire Homecoming,2008-02-08,heartwarme homecoming gathering feature timeless song sing cozy campfire gospel music beloved friend unprecedented access fun relaxed moment homecoming family campfire homecoming bring homecoming family circle offer row seat authentic joy camaraderie define family artist gospel homecome gaither southern gospel Music,/vVFtTAnliYeGGMpCFd0ENnzAdvp.jpg
A Chorus Line,1985-12-10,group dancer congregate stage broadway theatre audition new musical production direct zach initial elimination seventeen hopeful remain cassie tempestuous romantic relationship zach desperate work humble audition willing let professionalism overcome personal feeling past remain see musical stage backstage urban set hat chorus line choreographer sensuality broadway choreography big break broadway musical ballet school gay Drama Music,/eCyWdrWp6uTmXq0ZeFFxzWPNByN.jpg
A Christmas Carol,2009-11-04,miser ebenezer scrooge awaken christmas eve spirit reveal miserable existence opportunity waste youth current cruelty dire fate await change way scrooge face story grow bitterness meanness decide future hold death redemption holiday london england base novel book greed victorian england money ghost lesson charles dicken christmas music moneylender christmas 19th century scrooge christmas eve Animation Family Drama,/goHDZUnqZJ7FN4h48Qh6MzJNExl.jpg
A Christmas Gift from Bob,2020-11-27,james bowen find target animal welfare investigation threaten away beloved cat bob christmas holiday london england cat homelessness sequel busker unlucky christmas Family Drama,/mwM2BBxG4XLGvkCX7GbVDt8hjaV.jpg
A Christmas Story,1983-11-18,comic mishap adventure young boy name ralph try convince parent teacher santa red ryder b.b. gun perfect christmas gift 1940 holiday nostalgia snow young boy chinese restaurant tongue bb gun christmas tree dealer mall santa christmas 1940s Comedy Family,/34nSHYqmb7222tiqiuKqKJmZiQa.jpg
A Cinderella Story,2004-07-10,routinely exploit wicked stepmother downtrodden samantha montgomery excited prospect meet internet beau school halloween dance american football jealousy work stepmother high school school party orphan disguise teenage romance stepsister modern fairy tale Comedy Family Romance,/3d6Nu5c7BSo5BrH2xE1pnj3yNrc.jpg
A Cinderella Story: If the Shoe Fits,2016-08-02,contemporary musical version classic cinderella story servant step daughter hope compete musical competition famous pop star dancer dance fairy tale musical celebrity orphan modern fairy tale Comedy Family Fantasy,/qtxOA6Sb8lK1PfRiwduxYVuzaEv.jpg
A Civil Action,1998-12-25,jan schlickmann cynical lawyer go rid case find potentially worth million case obsession extent willing include career client goal order continue case odd success advancement right justice leukemia lawyer business start legal drama Drama,/6VsitR71vVKiGEDFPT71dKigbGN.jpg
A Connecticut Yankee in King Arthur's Court,1949-04-18,bump head send hank martin 1912 mechanic arthurian britain 528 a.d. befriend sir sagramore le desirous gain power judicious use technology alisande king niece fall love sight draw unwelcome attention fiancée sir lancelot bad trouble befall hank meddle kingdom politic england base novel book camelot time travel connecticut king arthur medieval 6th century Comedy Family Fantasy,/eg4VA3nfTkaIObAWbNrwNzeOetl.jpg
A Countess from Hong Kong,1967-01-05,russian countess stow away stateroom married u.s. diplomat bind new york hong kong Comedy Romance,/8pgXTi0pTbJ2PXLn3c7SPWlWbse.jpg
A Cure for Wellness,2017-02-15,ambitious young executive send retrieve company ceo idyllic mysterious wellness center remote location swiss alps soon suspect spa miraculous treatment switzerland mountain therapist health darkness wellness employee patient spa drug remote swiss alps treatment cure accident wellness center institute incertitude Horror Mystery Science Fiction,/d4fXuJS3zZcAZfz2HYDtnwqtnwn.jpg
A Damsel in Distress,1937-11-19,lady alyce marshmorton marry soon staff tottney castle lay bet choose young albert wagering mr. x alyce go london meet beau restrict castle curb scandalous behavior albert summon jerry alyce aid order protect investment london england dancing arrange marriage musical ballroom dancing secretary singing black white class difference aristocrat Comedy Romance,/oUBiUAx2lbmu1PXgkxsRF7FkuL.jpg
A Dangerous Place,1995-04-25,ethan old brother greg find dead police rule case suicide ethan suspect foul play stem greg recent involvement martial art team call scorpions ethan accomplish martial art determine join scorpions means learn happen greg write michelle sturges martial art karate dojo Action Thriller,/ikz5e2l8bDhC7y7fDSAPn7hu0T3.jpg
A Dangerous Woman,1993-09-10,martha horgan withdraw mentally disabled woman live aunt frances martha unusual trait lie quality lead get fire dry clean shop thank action shifty getso conflict follow martha romantically involve local fix man mackey sleep frances aunt steal repairman intellectual impairment porch Drama,/wsRHmHgio3w5nR5W2brn5VQ2oe4.jpg
A Day at the Races,1937-06-11,doctor hugo hackenbush tony stuffy try save judy farm win big race horse problem hackenbush run high price clinic wealthy know degree veterinary medicine veterinarian musical femme fatale Comedy Music,/atJhISCddr3z8LWCr93yaGGv6YV.jpg
A Day to Remember,1953-11-10,base hand flower novel jerrard tickell day remember star stanley holloway charley porter captain london dart team team travel french town boulogne annual dart tournament good time jim carver team member reunite little french girl befriend war develop beautiful young woman fred collins make poignant journey hotel honeymoon late wife film work well low key comedy drama successful venture o. henry territory strain surprise story twist ~ hal erickson rovi france world war ii foreign legion romance Comedy Romance,/ArtULSwJ4NuVVFQDioGYrkyGt65.jpg
A Dirty Shame,2004-09-12,sylvia stickles run convenience store husband mother law day sylvia hit head transform uptight prude sex craze lunatic go rampage town sylvia attract attention ray ray sexual healer tow truck driver search world great orgasm sexual revolution cause class war tiny baltimore community dancer orgy group sex baltimore usa orgasm striptease maryland sex addiction sexappeal satire pole dancer sexual fantasy sexual awakening exhibitionism sex comedy Comedy,/uxJ2U0WrwME3zkqFHTBfB8ZqX1p.jpg
A Dispatch from Reuters,1940-10-19,german julius reuter send 19th century news carrier pigeon wire found news agency biography carrier pigeon Drama History,/2F9pvBtYhDOO1NgvdSL54N0SHXI.jpg
A Distant Trumpet,1964-05-27,1883 cavalry lieutenant matthew hazard newly graduate west point assign isolated fort delivery mexican border arizona meet command officer teddy mainwarring wife kitty later rescue indian attack arizona fort cavalry Western,/uAZ7RWi9CT4fhtogfXtkxhQSqd1.jpg
A Dog's Journey,2019-05-03,dog find meaning existence life human meet reincarnation sequel grow dog animal shelter pet purpose life Family Adventure Drama,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
A Dog's Purpose,2017-01-19,dog go quest discover purpose life course lifetime multiple owner base novel book human animal relationship reincarnation dog pet Adventure Comedy Fantasy,/3jcNvhtVQe5Neoffdic39fRactM.jpg
